id,display_name,price,cas_latency,ddr_version,ddr_clock,num_modules,module_size,colour,first_word_latency
6c0863fd-d5b6-4eff-bf85-b7e4ea542a6c,TEAMGROUP T-Force Xtreem ARGB 64 GB,149.99,18.0,4,3600,32,32,Black,10.0
0d157b09-a456-4640-a0fe-746aa04cfd73,GeIL Orion RGB AMD Edition 32 GB,61.99,16.0,4,3200,16,16,Red,10.0
cb521190-3d58-4852-9ee2-cc8d563cd7b6,Corsair Vengeance LPX 32 GB,69.98,16.0,4,2666,16,16,Red,12.003
2f9a9bf8-925e-45e4-b768-3650503c32ed,G.Skill Trident Z Neo 16 GB,113.54,16.0,4,4000,8,8,Black / White,8.0
bf4c712c-7031-4739-9031-f2a9a2af79e5,Corsair Vengeance RGB RT 32 GB,125.03,18.0,4,3600,8,8,White / Black,10.0
342cd9a1-460e-46fe-963b-74a095fe5884,Patriot Viper 3 8 GB,15.99,10.0,3,1600,8,8,Black / Silver,12.5
faeeebd4-0612-42f2-aaa9-2600cbc30ad4,Corsair Vengeance LPX 8 GB,34.99,15.0,4,2666,4,4,Red,11.253
8569ce79-0b5b-4de0-9bab-462e8243d2a7,Corsair Vengeance LPX 256 GB,584.99,16.0,4,2666,32,32,Black / Yellow,12.003
1a8656d7-0b6d-473d-b408-c9c2b1562899,Kingston FURY Renegade 16 GB,67.39,13.0,4,2666,16,16,Black,9.752
f23d75c7-3408-4497-9cd2-1b59d4157120,Kingston FURY Beast 64 GB,,18.0,4,3600,32,32,Black / Silver,10.0
f531f380-6750-4cba-b194-182f9a59386c,Crucial CT2KIT204864BF160B 32 GB,329.99,11.0,3,1600,16,16,Black / Green,13.75
4e0d7a5f-558f-4a7c-8d22-aa6b2e09c8bd,Corsair Vengeance RGB Pro 32 GB,,19.0,4,4266,8,8,Black,8.908
beece456-60fa-4b4c-9566-fac2f6796b31,Timetec PINNACLE Konduit RGB 32 GB,59.99,18.0,4,3600,32,32,White,10.0
d22ba08f-da01-45fd-bb35-81989213300e,Mushkin Enhanced Redline 64 GB,159.99,36.0,5,5600,32,32,Black,12.857
9bafda91-b1c8-4b4a-be7b-a05ba83ef470,Kingston FURY 32 GB,121.5,40.0,5,5600,32,32,White,14.286
54f834dc-d4ae-40bb-8c96-80906143c275,G.Skill Trident Z Royal Elite 32 GB,219.99,16.0,4,3600,8,8,Gold,8.889
9ae8d9b4-5706-4aed-884e-3745f68a3a36,GeIL Orion AMD Edition 32 GB,56.99,16.0,4,3200,16,16,Red,10.0
bd0a4814-a39a-418e-a756-59f3e8675ba9,Mushkin Proline 8 GB,24.51,17.0,4,2400,8,8,,14.167
6f0953e2-3eeb-430b-959f-9268ebd48007,G.Skill Trident Z RGB (For AMD) 64 GB,202.48,15.0,4,2400,16,16,Black,12.5
4c381d3f-1bf6-4e17-b32e-a7e4b167a1ca,Corsair Dominator Platinum RGB 32 GB,,30.0,5,6000,16,16,Gray / Black,10.0
84ac7e0e-45b2-4f10-ae1d-ad5b4682ec0a,G.Skill Ripjaws X 8 GB,28.6,9.0,3,1333,4,4,Black / Red,13.503
1acdcc40-d160-43e8-9466-72dd1cf7c06e,Mushkin Essentials 8 GB,22.69,11.0,3,1600,4,4,Green,13.75
0835477b-89a0-4098-8ac4-9a04116c0e18,G.Skill Ripjaws X 8 GB,31.95,10.0,3,1866,8,8,Black / Red,10.718
9400da2a-a8df-4462-9d83-19c53e4567fc,G.Skill Ripjaws 4 16 GB,,15.0,4,2400,8,8,Red,12.5
855eec11-beee-4aa0-937a-f9a3f3abeb52,G.Skill NT 8 GB,,15.0,4,2133,8,8,Black,14.065
09e54529-2ec7-48f3-b62f-e49b2269c724,G.Skill Flare X 16 GB,47.94,15.0,4,2400,8,8,Black,12.5
c98c416c-ac78-49b4-835d-532a65033770,G.Skill Sniper X 16 GB,,17.0,4,2400,8,8,Black / Camo,14.167
2866af0f-7bad-40ba-a285-229b12ac888f,Thermaltake TOUGHRAM RC 16 GB,,16.0,4,3200,8,8,Black,10.0
79fa2dce-9a77-4bb3-b7fa-385937643ebd,Corsair Vengeance RGB RS 64 GB,278.27,16.0,4,3200,16,16,Black / Gray,10.0
0aa8546c-1ab3-45a9-9354-08c88528e89c,Kingston FURY Beast 8 GB,61.02,16.0,4,3200,4,4,Black / Silver,10.0
b0ed2b9a-e4f5-439c-8f2c-cff28b697fed,Kingston ValueRAM 32 GB,68.49,22.0,4,3200,32,32,,13.75
0a49ad3b-b5a6-4d67-9e3b-0125ef7b1f18,Silicon Power SP008GBLFU266X22 8 GB,,19.0,4,2666,4,4,,14.254
195c6eaa-606c-4674-b042-9d81f59fd5f3,Crucial CT2KIT25664AA667 4 GB,39.99,5.0,2,667,2,2,Green,14.993
501d2031-573c-4690-9b01-2a6ba353d81b,Kingston KVR21R15S4K4/32 32 GB,449.84,15.0,4,2133,8,8,Black / Green,14.065
45aea0ae-6265-47a4-ac70-f5e8ed8b63eb,Kingston HyperX Fury 4 GB,,10.0,3,1600,4,4,Black,12.5
8d93b6b1-2a00-4e0d-9e62-2af712558952,V7 V7192008GBD 8 GB,,17.0,4,2400,8,8,Black,14.167
6bb7d4af-122d-4d94-a6cd-d8bfb9d8c6ee,G.Skill Flare X 32 GB,,14.0,4,3200,8,8,Black,8.75
c9ddff52-527d-47c2-ace5-689d9509668b,ADATA XPG SPECTRIX D41 16 GB,,16.0,4,3200,8,8,Red,10.0
6dbcc063-6ec5-40ac-b4ab-24ebc9a2dc48,G.Skill Value 8 GB,23.84,17.0,4,2400,4,4,Black,14.167
cf369549-b835-4bda-b83d-50d32ab75b5b,TEAMGROUP T-Force Vulcan Z 16 GB,,18.0,4,2666,8,8,Black,13.503
65aac6b0-1715-438a-895d-60ed5af2403e,GeIL Evo X II RGB SYNC 16 GB,,16.0,4,3200,8,8,Black,10.0
34412df0-457c-426c-993a-2992512a729e,Kingston HyperX Fury RGB 32 GB,,19.0,4,3733,16,16,Black / Silver,10.179
6086ac2e-c3d7-436e-ab5c-d4f7a52b83b1,Corsair Vengeance RGB Pro 16 GB,,16.0,4,3200,16,16,Black,10.0
f292ae60-68a4-4187-ad61-2d3d5e43cc91,Apacer AU 16 GB,,22.0,4,3200,16,16,Black,13.75
c45ac646-2db8-45c5-883a-3ea7a2f24121,ADATA XPG LANCER RGB 16 GB,,38.0,5,5200,16,16,White,14.615
237d28aa-b866-4f8e-b47f-feeb7e45873f,TEAMGROUP T-Force Delta RGB 8 GB,,18.0,4,3600,8,8,Black,10.0
1362c8e3-bd37-4ea9-af1c-706b5c2f80bc,ADATA XPG GAMMIX D20 8 GB,,16.0,4,3200,8,8,Black / Silver,10.0
1993e316-c788-44dd-925e-32dae8fc88c8,Thermaltake TOUGHRAM XG RGB 32 GB,304.98,18.0,4,3600,16,16,Black / Silver,10.0
fd3783d3-0269-4641-9527-d3967dcdf94e,ADATA XPG CASTER RGB 16 GB,,40.0,5,6400,16,16,Black / Silver,12.5
1b73b2cf-bf34-4dc4-b271-ed11d2085aa1,TEAMGROUP T-Create Expert 16 GB,89.99,14.0,4,3600,8,8,Gray,7.7780000000000005
952fffba-b522-4dc0-babf-a8a98ccaef90,Mushkin Redline Lumina 32 GB,92.35,16.0,4,2666,16,16,Black,12.003
c78c4b58-876a-4f7c-a80b-506d4de1a0ef,TEAMGROUP T-Force Xtreem ARGB 16 GB,81.95,16.0,4,3200,8,8,White,10.0
c2d85a74-1505-4384-8ae1-1a174a06c4a4,Mushkin Redline Lumina 64 GB,171.43,16.0,4,3600,32,32,White,8.889
a0c89e76-5a20-4530-b193-9a790fadb6fa,G.Skill Trident Z 16 GB,49.99,16.0,4,3200,8,8,Silver / Black,10.0
e87a9252-cf00-49c4-a1f1-55eae6c02d92,PROXMEM KERBEROS 32 GB,79.98,40.0,5,5200,16,16,Black / Silver,15.385
ba2ae028-c26c-4155-85ed-9f9f18d65067,Mushkin Enhanced Redline Stiletto 16 GB,37.99,18.0,4,3600,8,8,Black,10.0
84b19989-b200-49d2-8ec4-0958fa9d0bb0,G.Skill Trident Z Neo 64 GB,347.99,16.0,4,3600,16,16,Silver / Black,8.889
0cdf87d8-fad7-4d9c-9493-a03669c0c276,Patriot Signature Line 64 GB,157.66,22.0,4,3200,32,32,Black,13.75
1123c21f-bc2f-4156-bf1e-be1c03c29250,Crucial CT8G3S160BM 8 GB,20.9,11.0,3,1600,8,8,Black / Green,13.75
4fe2897b-6ef4-4cd8-9258-bf7774937c06,G.Skill Trident Z Royal 32 GB,128.38,16.0,4,3200,16,16,Gold,10.0
e6f51754-0375-46d0-993c-9133d274b090,Corsair Vengeance RGB Pro 16 GB,59.99,16.0,4,3200,8,8,Black,10.0
6e16a361-3a7a-4c81-999a-d84ecd0ace8a,Neo Forza MARS 32 GB,69.99,16.0,4,3200,16,16,Gray / Black,10.0
06f634fd-b95a-43f6-b86f-542365592567,OLOy MD4U083016BHDA 16 GB,31.99,16.0,4,3000,8,8,Red,10.667
3917a45b-1fa5-47b1-8bc9-9e9c7f9f6494,TEAMGROUP T-Force Xtreem ARGB 16 GB,89.36,18.0,4,4000,8,8,Black,9.0
c092bd0e-00e5-4460-be3f-3885c45b14e5,Corsair Vengeance Pro 32 GB,,9.0,3,1600,8,8,Black / Silver,11.25
f68796d7-25ca-4e5d-83f0-24a4ec851ff8,Samsung M393A4K40CB1-CRC 32 GB,43.75,17.0,4,2400,32,32,Green / Black,14.167
b4f5fd7d-08d4-4a8e-bb31-68fa063994e7,Corsair Vengeance RGB Pro 32 GB,284.99,18.0,4,4000,16,16,Black,9.0
e8ce98e7-634d-410c-b9ec-2d33102a2627,Corsair Dominator Platinum RGB 16 GB,,18.0,4,4800,8,8,Black,7.5
53c04441-4590-43b0-8330-fe16cafcac74,Kingston Server Premier 8 GB,29.87,19.0,4,2666,8,8,,14.254
95017c60-9051-42c1-884d-700996e7ed9d,Silicon Power XPOWER Zenith Gaming 64 GB,164.99,40.0,5,5600,32,32,White,14.286
b542dd6d-2f0c-430a-b8a7-f802545f2436,Kingston ValueRAM 2 GB,14.96,5.0,2,667,2,2,Green,14.993
c028d24d-6f83-4218-9fa2-047c7f4cf9fc,Corsair Vengeance 4 GB,,9.0,3,1600,4,4,Black / Silver,11.25
d7c9c239-dcac-4c8a-a913-5c5fe3c04205,Samsung M393B2G70BH0-YH9 16 GB,28.2,9.0,3,1333,16,16,Black / Green,13.503
89ee3e3b-143e-4e0d-9849-cea82da2f055,Mushkin Essentials 16 GB,37.25,15.0,4,2133,8,8,Black / Green,14.065
ebe702c5-bcbc-40d5-9a7e-3cf68265052d,Corsair Vengeance LPX 16 GB,125.0,16.0,4,3200,8,8,Black,10.0
674a0bdc-41bd-471e-b81e-cadc207009a4,Samsung Samsung DDR4 2133MHz CL15 16GB RegECC 2Rx4 M393A2G40EB1-CPB 1.2V single pack 16 GB,,15.0,4,2133,16,16,Green / Blue,14.065
361d3147-c25b-43fc-b435-4b1ef7d995c3,TEAMGROUP Xtreem ARGB 32 GB,264.0,14.0,4,3200,16,16,White,8.75
671de8cc-b4f2-454b-bbf9-36e74066f7de,G.Skill Trident Z5 32 GB,,40.0,5,6000,16,16,Black / Silver,13.333
e1b3f2d3-a442-4e7e-8e92-77e26f90e2bd,Timetec PINNACLE Konduit RGB 8 GB,25.99,16.0,4,3200,8,8,White,10.0
d009f1a8-46b8-46ef-92e6-a15e6dbdb1a8,Kingston KHX1600C9D3/4G 4 GB,,9.0,3,1600,4,4,Blue / Silver,11.25
c9ff049c-a51e-4a24-b502-3d6c9ff162ff,Samsung MV-3V4G4D/US 8 GB,,9.0,3,1333,4,4,Black,13.503
9dcc6f6b-bb61-4c64-8cc5-23eb9f9e085a,Crucial CT2KIT102464BA1339 16 GB,,9.0,3,1333,8,8,Green,13.503
2d989761-c2ee-4da4-8413-09814a9660e0,Kingston HyperX Fury 8 GB,57.62,9.0,3,1333,4,4,Blue / Silver,13.503
ac53910f-720a-4d72-8a24-d4f31bf73f75,Crucial CT3KIT51264BA160B 12 GB,37.9,11.0,3,1600,4,4,Black / Green,13.75
9f21f22c-bca5-4581-a082-976451bd906a,Kingston HyperX Savage 16 GB,,11.0,3,2400,8,8,Black / Red,9.167
7e444f2b-bf7c-41ad-8ada-ca4c02946caf,Kingston KVR13LL9Q4K4/128I 128 GB,,9.0,3,1333,32,32,Silver,13.503
8d901114-5a5c-4e5c-b5e0-31095e2151be,Avexir Core 16 GB,,16.0,4,2400,8,8,Black / Red,13.333
8dfb018a-c18c-4da2-8ba1-f5343993b4b3,Kingston HyperX Fury 16 GB,,15.0,4,2400,8,8,Red,12.5
1210ba01-457e-4323-a59e-d341c9ff2c57,TEAMGROUP T-Force Delta RGB 16 GB,,15.0,4,2400,8,8,Black,12.5
e10bfcfd-9f3e-4c6c-9f49-f674c6ba11db,Patriot Viper RGB 16 GB,,16.0,4,3200,8,8,White / Black,10.0
afa8488d-eac5-4a49-913b-a15e16f26e3e,Corsair Vengeance RGB Pro 16 GB,,19.0,4,4700,8,8,Black,8.085
57272d72-9567-4978-912f-c97419820ac4,Corsair Vengeance LPX 64 GB,,19.0,4,4266,8,8,Black / Yellow,8.908
48395bec-4e9c-448d-be22-ddd3c3b6785b,Corsair Vengeance LPX 128 GB,,19.0,4,4000,16,16,Black / Yellow,9.5
2a721acb-8dcd-40ad-bba0-51878caf98f5,TEAMGROUP T-Force Vulcan TUF Gaming Alliance 32 GB,,16.0,4,3200,16,16,Black / Gold,10.0
38da6d36-6bc4-46a9-b1b0-7b9319776eb5,OLOy OWL 32 GB,,16.0,4,3200,16,16,Orange,10.0
1d7fddce-c369-48dc-8dcb-bd8f84ce4b44,Mushkin Redline 64 GB,,14.0,4,3600,32,32,White,7.7780000000000005
b8477420-aa22-48cd-b7bf-8d00b2bc8aae,Klevv BOLT V 32 GB,,32.0,5,6400,16,16,Black,10.0
bdc42bc2-2e2e-4ac0-be86-8539b642d8cb,G.Skill F4-3200C16D-32GTZ 32 GB,67.79,16.0,4,3200,16,16,Gray / Red,10.0
73ac28ee-a4ef-4a61-936b-cc7dd6749cbf,Mushkin Redline Lumina 32 GB,69.98,18.0,4,3600,16,16,Black,10.0
ab903f98-6ece-4357-af36-e10d48f89ccc,G.Skill Trident Z Royal 32 GB,179.99,16.0,4,3600,16,16,Silver,8.889
e9789112-3a0d-4388-b07f-924cb752ecc8,Mushkin Redline Lumina 16 GB,42.99,16.0,4,3200,8,8,Black,10.0
05a6d54e-656b-48ab-9d1f-ecc635b84135,G.Skill Ripjaws V 16 GB,160.99,15.0,4,4000,8,8,Black,7.5
5a830081-b424-475e-afd3-39eb6a860ed8,HP 647901-B21 16 GB,28.11,9.0,3,1333,16,16,Black / Green,13.503
5bf738b7-8fd9-4e3a-b4f4-5ca6b40cc05b,Corsair Vengeance LPX 64 GB,276.83,16.0,4,2666,16,16,White,12.003
152749ce-6402-43ac-bb35-fcd071e6550d,Kingston FURY Renegade 32 GB,91.34,13.0,4,2666,8,8,Black,9.752
7062b926-fac0-4fcd-801e-da1fc7d14f91,Patriot Signature Line 32 GB,84.07,22.0,4,3200,32,32,,13.75
5c83ff15-f52b-4ade-9c80-2ab9de1588d6,G.Skill Ares 16 GB,,9.0,3,1600,8,8,Black / Red,11.25
36bcce2d-658f-4ba8-8ecd-f2bd37f36173,Kingston KVR16E11/8 8 GB,32.4,11.0,3,1600,8,8,Green,13.75
b9bdbf4f-8525-460d-b6a2-ff65e2557f24,Kingston Fury Renegade RGB 16 GB,142.98,36.0,5,6800,16,16,Silver / Black,10.588
8b8da3c7-eb10-4424-961c-ec3e23097403,G.Skill Ripjaws Z 16 GB,60.07,10.0,3,2133,4,4,,9.376
a60c01da-19b8-409f-9333-5314edb23939,G.Skill Trident Z Neo 64 GB,458.88,14.0,4,3600,16,16,Black / White,7.7780000000000005
9c583a64-efb4-4b6b-a062-98e746749ac0,Kingston FURY Renegade 32 GB,204.66,36.0,5,6800,16,16,White / Silver,10.588
c414b647-ee1f-4b34-a724-d8eb231cf888,Mushkin Enhanced Redline Stiletto 32 GB,60.98,16.0,4,3200,16,16,Black,10.0
22f6cdf9-0292-4c3e-9dc9-d555fa762683,Mushkin Proline 8 GB,27.74,13.0,3,1866,8,8,Green,13.934
b35da606-12ee-4ba6-a735-1f4155049cae,G.Skill Trident Z 32 GB,,16.0,4,3200,8,8,Red / Silver,10.0
75ec4eed-3691-4ab5-9589-aca93e4f7714,TEAMGROUP Elite 4 GB,16.08,11.0,3,1600,4,4,Black,13.75
e263d75b-4acc-488d-936e-ef3af6f0ae95,Corsair Vengeance LPX 16 GB,,16.0,4,2666,8,8,Red,12.003
96085aaa-0759-4b1f-976f-a1a0199bd49e,G.Skill Trident Z Royal 128 GB,319.99,16.0,4,3200,32,32,Silver,10.0
16af2c38-b354-4941-88ab-5d7e469a6ec3,Corsair Vengeance LPX 16 GB,85.07,20.0,4,3600,8,8,Black / Yellow,11.111
ca739aa6-f93b-4272-b0a9-2c87e85ad06d,G.Skill Trident Z RGB 16 GB,,14.0,4,4000,8,8,Black,7.0
0c77eb5d-6636-4d7b-b24c-503c9f5ead70,Thermaltake TOUGHRAM XG RGB 64 GB,395.99,19.0,4,4000,32,32,White / Silver,9.5
4140c375-71f1-42fc-998b-9bb09e745545,G.Skill F3-8500CL7D-8GBSQ 8 GB,,7.0,3,1066,4,4,Green,13.133
d2754169-91f9-45c0-90e1-6b701a06495c,G.Skill NS 4 GB,79.0,9.0,3,1333,4,4,Black,13.503
efffb767-210f-45f1-b139-6e11c78f2d26,Corsair ValueSelect 4 GB,,11.0,3,1600,4,4,Black / Green,13.75
0bb6d6e9-97f7-4e0f-bf6a-0fdd37e30033,G.Skill Trident Z RGB 32 GB,,14.0,4,3200,8,8,Black,8.75
f3394ab4-ec2d-412b-976b-3d5d3f8912d7,TEAMGROUP T-Force Dark Za 16 GB,,16.0,4,3200,8,8,Black / Silver,10.0
cfca2dc1-4c26-4f02-8de1-65127a83c6b3,G.Skill Ripjaws V 16 GB,,19.0,4,4600,8,8,Black,8.261
c7f8e7ce-0a1e-4c88-a255-d3a76b1223b8,Corsair Vengeance RGB Pro SL 64 GB,,18.0,4,4000,32,32,Black,9.0
d33f8c12-744a-46bb-9437-a1bec6ac97ca,Kingston FURY Beast 64 GB,139.99,16.0,4,2666,32,32,Black,12.003
66ee4eda-7ea8-4c19-a148-0f877c43f4a4,G.Skill Trident Z Royal 64 GB,,19.0,4,4400,32,32,Silver,8.636
3fb7a9a8-092f-4b19-bd05-37ae175bd95b,Patriot Signature Line 4 GB,10.99,19.0,4,2666,4,4,Green,14.254
e2c95d68-6dcb-4c3a-acb9-85f3f23037e4,Kingston Value 4 GB,,9.0,3,1333,2,2,Green,13.503
98d2ee9b-8681-41a2-864c-9781281cb165,Kingston Value 4 GB,24.84,9.0,3,1333,4,4,Green,13.503
409ac00a-6946-4e08-beb5-2ec1709b256b,Dell SNP8H68RC/8G 8 GB,,11.0,3,1600,8,8,Green,13.75
738d7ad2-03aa-40a5-b276-680d8bdcb854,Transcend JetRam 8 GB,48.98,11.0,3,1600,8,8,Black / Green,13.75
7a2f6b45-17fb-404c-a1fc-5f78b0b019b5,G.Skill Trident X 8 GB,,13.0,3,3200,4,4,Black / Red,8.125
987217cf-59bb-4a1a-af54-7c67efdc07cd,Kingston HyperX Fury 32 GB,,15.0,4,2400,8,8,Black / Silver,12.5
69c9da89-109f-48b8-b03d-5a1c0c2501ae,Kingston KVR16LR11D4/16I 16 GB,,11.0,3,1600,16,16,Green,13.75
e98da9e2-0399-46a0-a310-c6c432abc1d1,Kingston KVR21L15Q4/32 32 GB,149.96,15.0,4,2133,32,32,Black / Green,14.065
0485fdc2-6847-465a-ac08-71827d020f52,Kingston HyperX Savage 16 GB,,12.0,4,2400,8,8,Black / White,10.0
b6b05166-9579-45e8-87b3-a247996bca31,Kingston ValueRAM 64 GB,388.99,15.0,4,2133,16,16,Black / Green,14.065
7422e365-243d-42b5-9fcf-f3cfbbcec986,ADATA XPG SPECTRIX D40 16 GB,,16.0,4,3200,8,8,Red,10.0
9864c132-2099-48bc-842f-77bae8a6c76a,Corsair Vengeance RGB Pro 32 GB,,18.0,4,4400,8,8,Black,8.182
e1b084be-6550-4115-803e-8085f69210f3,OLOy MD4U082619BBDA 16 GB,,19.0,4,2666,8,8,Black / Red,14.254
741da671-a6ab-4271-a39c-8f9266cf7bc9,Kingston HyperX Predator RGB 8 GB,,16.0,4,3200,8,8,Black,10.0
7072b24b-d80f-4445-bd80-66f54c3e9c24,Crucial Ballistix MAX 16 GB,,19.0,4,4400,8,8,Black,8.636
3517d9a1-ee7d-49ce-ba24-6cf2e4192473,Kingston HyperX Fury RGB 32 GB,,17.0,4,3600,16,16,Black / Silver,9.444
a9054ed3-f15d-431e-99ce-e3b54c3ab586,OLOy WarHawk RGB 32 GB,,16.0,4,3200,16,16,White,10.0
5c73749a-6e7a-445c-ac40-ccf780d2d820,G.Skill TridentZ RGB 16 GB,,19.0,4,4800,8,8,Black,7.917
a88a5c7c-d845-40ca-bb99-8b9a10f58731,TEAMGROUP T-Force Delta RGB 16 GB,,16.0,4,3200,16,16,Black,10.0
3a231be7-a9ae-47d1-9c4a-b1c348e75615,ADATA XPG Z1 32 GB,,16.0,4,3200,16,16,Silver,10.0
390418f0-8703-47e4-a5b2-9274d64b89a3,G.Skill Trident Z RGB 64 GB,400.05,18.0,4,4000,8,8,,9.0
971ef0b7-b3a4-4fb6-a553-d81f81bcf21a,Crucial CT16G4DFRA266 16 GB,46.99,19.0,4,2666,16,16,Green,14.254
0b4eb877-08b4-4b38-81d2-454b9e0b9ecb,Mushkin Redline 16 GB,37.99,16.0,4,3200,8,8,,10.0
4f721cd1-b4a8-4927-8aae-5aba0b58908a,Kingston FURY Impact 16 GB,39.81,15.0,4,2666,8,8,Black,11.253
7bc122be-3b0a-4ed3-ae34-a0ed3d00605f,G.Skill Ripjaws V 16 GB,111.33,16.0,4,4400,8,8,Black,7.273
c23a918f-9f49-4590-b7a4-1c5cee0353a1,Kingston FURY Renegade 64 GB,169.99,18.0,4,3600,32,32,Black,10.0
6b35694a-4ba0-4800-a73b-3bfd396c52a8,Corsair Vengeance RGB 32 GB,,40.0,5,5200,16,16,Black / Gray,15.385
7e9ae631-8728-4f70-9a51-fe62c67924f1,TEAMGROUP T-Force Dark Pro 8Pack Ripped Edition 16 GB,,14.0,4,3600,8,8,Black / Silver,7.7780000000000005
fc8e2794-0185-49dd-9f64-9adf8970ded3,TEAMGROUP T-Force Xtreem ARGB 16 GB,59.99,18.0,4,3600,8,8,Black,10.0
ce92f0b9-8882-4378-9315-ff47988ee16c,G.Skill Sniper 16 GB,39.99,10.0,3,1600,8,8,Black / Red,12.5
c1d27a65-f049-4abf-a1c3-1d2840fb51c0,G.Skill Trident Z Royal Elite 32 GB,,14.0,4,3600,16,16,Gold,7.7780000000000005
7fc6d2ec-eb32-46ea-82ed-9a3730bbfd6a,Kingston Fury Renegade RGB 32 GB,94.99,16.0,4,3200,16,16,Black,10.0
34e1dd1c-2520-499e-998a-6e7f75311467,G.Skill Trident Z5 RGB 64 GB,194.99,30.0,5,5600,32,32,Black,10.714
f2b85e4e-3ae1-4b85-8a10-58b48a48a4d0,Patriot Signature 8 GB,14.79,11.0,3,1600,8,8,Black,13.75
d36cb1d6-3d33-4c25-96cd-1d77a66705e9,G.Skill Trident Z Royal 64 GB,169.99,18.0,4,3600,32,32,Gold,10.0
62b08833-8aa9-4d89-8193-de07512f9a32,Patriot Viper 4 Blackout 32 GB,,16.0,4,3000,16,16,Black,10.667
3ec87c69-652a-4c5b-be85-c9f85ed17097,G.Skill Flare X 32 GB,,16.0,4,3200,8,8,Black,10.0
0cc77b7f-b952-44ba-8de1-441365f50be4,G.Skill Trident Z Royal 64 GB,296.42,16.0,4,3600,16,16,Silver,8.889
45d1d0d1-090c-4ce3-a45c-dca5ab5fff3a,G.Skill Trident Z 32 GB,178.58,14.0,4,3200,16,16,Red / Silver,8.75
38b40dea-a02b-4322-ba91-e89f7d5a3444,G.Skill Trident Z Neo 32 GB,,14.0,4,3800,8,8,Black / Silver,7.368
702d75db-5dff-41f6-8e22-c76cc7e86664,Mushkin Essentials 16 GB,28.04,7.0,3,1066,8,8,Green,13.133
ea945f86-71e1-4212-8137-3d2ca1e8f614,Thermaltake TOUGHRAM RGB 16 GB,100.79,19.0,4,4400,8,8,White / Silver,8.636
47234a05-df68-4ba1-9910-a47f15cb5fbb,Kingston Fury Renegade RGB 64 GB,194.3,18.0,4,3600,32,32,Black / Silver,10.0
88ae18ef-ce87-4e57-b1c6-37feaeb1b835,TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB,92.99,40.0,5,5600,16,16,Black / Silver,14.286
ac5c2a69-5733-42d5-9c61-b6d2a29c2850,G.Skill Trident Z RGB 16 GB,60.62,19.0,4,3600,8,8,Black,10.556000000000001
2d93f764-38b4-419e-abdf-81c7a3835afb,G.Skill Ripjaws V 256 GB,654.7,16.0,4,3200,32,32,Black,10.0
af3d63ae-9a84-417f-86a6-ca9824556145,TEAMGROUP T-Create Classic 16 GB,,19.0,4,2666,8,8,Silver,14.254
c8e3e405-06b9-40bc-8305-656e8d28d905,Kingston FURY Renegade 128 GB,276.61,15.0,4,2666,32,32,Black,11.253
3a4ffbb1-fc75-407e-b269-c0a13318dddc,Kingston FURY Renegade 128 GB,339.99,18.0,4,3600,32,32,Black,10.0
f2df3fe8-4b95-4b25-9cb5-9215cd4f5ac4,IBM 00D4955 4 GB,132.99,11.0,3,1600,4,4,Black / Green,13.75
de4e9c50-e53f-4911-bba0-871b30f1cff2,Kingston HyperX Fury 16 GB,,10.0,3,1866,8,8,Blue / Silver,10.718
8b352f4e-07bf-4e23-99bc-2ebe94fbad85,G.Skill Trident Z RGB 64 GB,376.66,14.0,4,3200,16,16,Black,8.75
e97894d0-1ccf-49c2-a87e-1a2204c32d9a,G.Skill Trident Z Royal Elite 64 GB,,19.0,4,4266,32,32,Gold,8.908
03a824be-deb8-42aa-84e0-59e15581fcbf,GOODRAM IRDM PRO 16 GB,93.54,18.0,4,3600,8,8,White / Red,10.0
dad8a201-16c7-4286-a614-bc2ff90cf7ca,Kingston HyperX 4 GB,,7.0,3,1333,2,2,Blue / Silver,10.503
f9c6e181-92bd-474c-b6fd-e3ae0d038210,Kingston ValueRAM 2 GB,40.99,9.0,3,1333,2,2,Green,13.503
2dea241a-27aa-4a88-a08b-06351b7abf49,ADATA AD3U1333C4G9-2 8 GB,,9.0,3,1333,4,4,Green,13.503
3a477909-27fc-46f4-94ec-2feff1111695,Corsair Dominator Platinum 16 GB,,9.0,3,1866,8,8,Black / Silver,9.646
9f6ae20b-25b0-4a01-9ded-82fc0a06cbf7,Corsair Vengeance Pro 16 GB,,11.0,3,2133,8,8,Black / Silver,10.314
58df25e3-77ce-416c-8c89-8449278f4d98,ADATA XPG V1.0 16 GB,,9.0,3,1600,8,8,Black,11.25
aa014c7c-b970-458b-823d-57795022f2e0,Corsair Vengeance Pro 16 GB,,11.0,3,2400,8,8,Black / Gold,9.167
c564536e-5ac8-45c5-b1e5-66c359c0325a,Kingston HyperX Fury 16 GB,,10.0,3,1600,8,8,White / Silver,12.5
6f6bc89b-fe73-443d-8584-0a3d1aaf838c,Patriot Viper 4 16 GB,,16.0,4,3000,8,8,Black / Red,10.667
749c1e3d-8288-469d-8296-f87ef3f579c8,G.Skill Trident Z 16 GB,,14.0,4,3200,8,8,Red / Silver,8.75
728f4e74-eaba-4552-849f-e15c208ab44b,Crucial CT2K16G4DFD8213 32 GB,110.0,15.0,4,2133,16,16,Black / Green,14.065
9c620897-eaa8-4dac-b3b8-cf1a0a774520,EVGA SuperSC 16 GB,,15.0,4,2400,8,8,Black,12.5
